#OTU ID	taxonomy	genus	family
GU30338411488	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-004; D_6__uncultured rumen bacterium	Ruminococcaceae UCG-004	Ruminococcaceae
DQ80034311393	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__uncultured; D_6__uncultured bacterium	unclassified__Lachnospiraceae	Lachnospiraceae
EU50486411315	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
GQ44876611401	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Lachnospiraceae NK4A136 group; D_6__uncultured bacterium	Lachnospiraceae NK4A136 group	Lachnospiraceae
FN82137711489	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Enterococcaceae; D_5__Enterococcus; D_6__Enterococcus gallinarum	Enterococcus	Enterococcaceae
FJ68120911420	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; D_6__uncultured bacterium	Ruminococcaceae UCG-014	Ruminococcaceae
FJ67989011389	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__uncultured; D_6__uncultured bacterium	unclassified__Lachnospiraceae	Lachnospiraceae
GU30419311481	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XIII; D_5__Mogibacterium; D_6__uncultured rumen bacterium	Mogibacterium	Family XIII
DQ79364611375	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-010; Ambiguous_taxa	Ruminococcaceae UCG-010	Ruminococcaceae
CDZW010158431801725	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; Ambiguous_taxa	Ruminococcaceae UCG-014	Ruminococcaceae
FJ68099811425	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; D_6__uncultured bacterium	Ruminococcaceae UCG-014	Ruminococcaceae
JUYT010000961711693	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae; D_5__Proteus; Ambiguous_taxa	Proteus	Enterobacteriaceae
KR13754111542	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Enterococcaceae; D_5__Enterococcus; D_6__Enterococcus faecalis	Enterococcus	Enterococcaceae
EU47583511434	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
EF02530011460	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__[Ruminococcus] torques group; D_6__uncultured bacterium	[Ruminococcus] torques group	Lachnospiraceae
DQ79935311402	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Butyricicoccus; D_6__uncultured bacterium	Butyricicoccus	Ruminococcaceae
DQ79986411291	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Roseburia; D_6__uncultured bacterium	Roseburia	Lachnospiraceae
EF02523711454	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__[Ruminococcus] torques group; D_6__uncultured bacterium	[Ruminococcus] torques group	Lachnospiraceae
JN03053011460	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Caulobacterales; D_4__Caulobacteraceae; D_5__Brevundimonas; D_6__uncultured bacterium	Brevundimonas	Caulobacteraceae
JF08949711303	D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Mollicutes RF9; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium	unclassified__uncultured bacterium	unclassified__Mollicutes RF9
HQ79277211423	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Anaerotruncus; D_6__uncultured organism	Anaerotruncus	Ruminococcaceae
FJ36500911395	D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Mollicutes RF9; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium	unclassified__uncultured bacterium	unclassified__Mollicutes RF9
GQ87173711494	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Anaerofilum; D_6__uncultured bacterium	Anaerofilum	Ruminococcaceae
EU77894211391	D_0__Bacteria; D_1__Firmicutes; D_2__Erysipelotrichia; D_3__Erysipelotrichales; D_4__Erysipelotrichaceae; D_5__Catenibacterium; D_6__uncultured bacterium	Catenibacterium	Erysipelotrichaceae
KC25464511467	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae; D_5__Escherichia-Shigella; D_6__Escherichia coli	Escherichia-Shigella	Enterobacteriaceae
DQ05741111426	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
DQ07153011490	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Anaerotruncus; Ambiguous_taxa	Anaerotruncus	Ruminococcaceae
DQ45643111440	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Faecalibacterium; D_6__uncultured bacterium	Faecalibacterium	Ruminococcaceae
EU45262211431	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
HQ81801211407	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Faecalibacterium; Ambiguous_taxa	Faecalibacterium	Ruminococcaceae
DQ80745811376	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Subdoligranulum; D_6__uncultured bacterium	Subdoligranulum	Ruminococcaceae
KC24535111464	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Blautia; D_6__uncultured bacterium	Blautia	Lachnospiraceae
DQ45618011437	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Faecalibacterium; D_6__uncultured bacterium	Faecalibacterium	Ruminococcaceae
AB74681611515	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; D_6__uncultured bacterium	Ruminococcaceae UCG-014	Ruminococcaceae
FM87393311469	D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Corynebacteriales; D_4__Corynebacteriaceae; D_5__Corynebacterium 1; Ambiguous_taxa	Corynebacterium 1	Corynebacteriaceae
DQ45616011445	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; D_6__uncultured bacterium	Ruminococcaceae UCG-014	Ruminococcaceae
EU45543611434	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidales S24-7 group; D_5__uncultured bacterium; D_6__uncultured bacterium	unclassified__Bacteroidales S24-7 group	Bacteroidales S24-7 group
AF37180611454	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Butyricicoccus; D_6__uncultured bacterium	Butyricicoccus	Ruminococcaceae
FJ36904711345	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminiclostridium 5; D_6__uncultured bacterium	Ruminiclostridium 5	Ruminococcaceae
DQ45643911435	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Faecalibacterium; D_6__uncultured bacterium	Faecalibacterium	Ruminococcaceae
AUOS0200004246476146	D_0__Bacteria; D_1__Bacteroidetes; D_2__Cytophagia; D_3__Cytophagales; D_4__Cytophagaceae; D_5__Chryseolinea; Ambiguous_taxa	Chryseolinea	Cytophagaceae
HM83891011308	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Methylobacteriaceae; D_5__Microvirga; Ambiguous_taxa	Microvirga	Methylobacteriaceae
HQ80431011461	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Lachnospiraceae UCG-004; D_6__uncultured organism	Lachnospiraceae UCG-004	Lachnospiraceae
KF84261611382	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; D_6__uncultured bacterium	Ruminococcaceae UCG-014	Ruminococcaceae
AY25086711446	D_0__Bacteria; D_1__Acidobacteria; D_2__Blastocatellia; D_3__Blastocatellales; D_4__Blastocatellaceae (Subgroup 4); D_5__Blastocatella; D_6__uncultured bacterium	Blastocatella	Blastocatellaceae (Subgroup 4)
GQ49316611359	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Blautia; D_6__uncultured bacterium	Blautia	Lachnospiraceae
M5910211460	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiaceae 1; D_5__Clostridium sensu stricto 1; D_6__Clostridium baratii	Clostridium sensu stricto 1	Clostridiaceae 1
HM18703311370	D_0__Bacteria; D_1__Bacteroidetes; D_2__Sphingobacteriia; D_3__Sphingobacteriales; D_4__Chitinophagaceae; D_5__Sediminibacterium; Ambiguous_taxa	Sediminibacterium	Chitinophagaceae
AB03401511513	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XIII; D_5__Family XIII AD3011 group; Ambiguous_taxa	Family XIII AD3011 group	Family XIII
KF84331011418	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
EU77504111395	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidaceae; D_5__Bacteroides; D_6__uncultured bacterium	Bacteroides	Bacteroidaceae
KF09503711343	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XIII; D_5__Family XIII AD3011 group; D_6__uncultured bacterium	Family XIII AD3011 group	Family XIII
AB03401011512	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XIII; D_5__Mogibacterium; Ambiguous_taxa	Mogibacterium	Family XIII
DQ79486011394	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__[Eubacterium] oxidoreducens group; D_6__uncultured bacterium	[Eubacterium] oxidoreducens group	Lachnospiraceae
AM27733311496	D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Mollicutes RF9; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium	unclassified__uncultured bacterium	unclassified__Mollicutes RF9
EU77377511373	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiaceae 1; D_5__Clostridium sensu stricto 1; D_6__uncultured bacterium	Clostridium sensu stricto 1	Clostridiaceae 1
KF84206811397	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; D_6__uncultured bacterium	Ruminococcaceae UCG-014	Ruminococcaceae
AY95921011546	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
GQ15956411454	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Faecalibacterium; Ambiguous_taxa	Faecalibacterium	Ruminococcaceae
KT36234011404	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Staphylococcaceae; D_5__Staphylococcus; D_6__Staphylococcus warneri	Staphylococcus	Staphylococcaceae
DQ79416111390	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__uncultured; D_6__uncultured bacterium	unclassified__Ruminococcaceae	Ruminococcaceae
KF84220311417	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidaceae; D_5__Bacteroides; D_6__uncultured bacterium	Bacteroides	Bacteroidaceae
EU45810511436	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
KF84318411397	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; D_6__uncultured bacterium	Ruminococcaceae UCG-014	Ruminococcaceae
AY85047511248	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Christensenellaceae; D_5__Christensenellaceae R-7 group; D_6__uncultured bacterium	Christensenellaceae R-7 group	Christensenellaceae
DQ79502811385	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-002; D_6__uncultured bacterium	Ruminococcaceae UCG-002	Ruminococcaceae
EU46081711430	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
KP24425611296	D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Enterobacteriales; D_4__Enterobacteriaceae; D_5__Salmonella; D_6__Escherichia coli	Salmonella	Enterobacteriaceae
DQ80720711392	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Lachnospiraceae NC2004 group; D_6__uncultured bacterium	Lachnospiraceae NC2004 group	Lachnospiraceae
FJ90111511381	D_0__Bacteria; D_1__Proteobacteria; D_2__Epsilonproteobacteria; D_3__Campylobacterales; D_4__Campylobacteraceae; D_5__Arcobacter; D_6__uncultured bacterium	Arcobacter	Campylobacteraceae
JN03827011431	D_0__Bacteria; D_1__Saccharibacteria; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium	unclassified__uncultured bacterium	unclassified__uncultured bacterium
HM27027811349	D_0__Bacteria; D_1__Cyanobacteria; D_2__Chloroplast; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa; Ambiguous_taxa	unclassified__Chloroplast	unclassified__Chloroplast
HM21885711544	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured Lactobacillus sp.	Lactobacillus	Lactobacillaceae
HQ79634411449	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Lachnoclostridium; D_6__uncultured organism	Lachnoclostridium	Lachnospiraceae
HQ76314311435	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidaceae; D_5__Bacteroides; D_6__uncultured organism	Bacteroides	Bacteroidaceae
HW06628911485	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; Ambiguous_taxa	Ruminococcaceae UCG-014	Ruminococcaceae
HQ12112311458	D_0__Bacteria; D_1__Proteobacteria; D_2__Alphaproteobacteria; D_3__Rhizobiales; D_4__Methylobacteriaceae; D_5__Microvirga; D_6__uncultured bacterium	Microvirga	Methylobacteriaceae
GQ44831511424	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
KF84213511408	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidaceae; D_5__Bacteroides; D_6__uncultured bacterium	Bacteroides	Bacteroidaceae
FM86590911270	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiaceae 1; D_5__Clostridium sensu stricto 1; D_6__Clostridium sp. AG07-6	Clostridium sensu stricto 1	Clostridiaceae 1
EF44520111482	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-014; D_6__uncultured bacterium	Ruminococcaceae UCG-014	Ruminococcaceae
LC02881911513	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Lachnospiraceae NK4A136 group; D_6__uncultured bacterium	Lachnospiraceae NK4A136 group	Lachnospiraceae
DQ12942011508	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Bacillaceae; D_5__Bacillus; Ambiguous_taxa	Bacillus	Bacillaceae
HQ80707811433	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidaceae; D_5__Bacteroides; D_6__uncultured organism	Bacteroides	Bacteroidaceae
JF73342911501	D_0__Bacteria; D_1__Proteobacteria; D_2__Betaproteobacteria; D_3__Burkholderiales; D_4__Comamonadaceae; D_5__Pelomonas; D_6__uncultured Pseudomonadaceae bacterium	Pelomonas	Comamonadaceae
EU45515411423	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
DQ79350611384	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcaceae UCG-011; D_6__uncultured bacterium	Ruminococcaceae UCG-011	Ruminococcaceae
HQ40676311415	D_0__Bacteria; D_1__Proteobacteria; D_2__Betaproteobacteria; D_3__Burkholderiales; D_4__Oxalobacteraceae; D_5__Massilia; Ambiguous_taxa	Massilia	Oxalobacteraceae
GQ49130011359	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Lachnoclostridium; Ambiguous_taxa	Lachnoclostridium	Lachnospiraceae
AF37621611417	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Subdoligranulum; D_6__uncultured bacterium	Subdoligranulum	Ruminococcaceae
DQ45636211442	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__uncultured; Ambiguous_taxa	unclassified__Lachnospiraceae	Lachnospiraceae
AB97655111505	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__Lactobacillus gasseri	Lactobacillus	Lactobacillaceae
DQ45588711453	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__uncultured; D_6__uncultured bacterium	unclassified__Ruminococcaceae	Ruminococcaceae
DQ45643411440	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiales vadinBB60 group; D_5__uncultured bacterium; D_6__uncultured bacterium	unclassified__Clostridiales vadinBB60 group	Clostridiales vadinBB60 group
DQ79634111362	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptostreptococcaceae; D_5__Peptoclostridium; D_6__uncultured bacterium	Peptoclostridium	Peptostreptococcaceae
AY99359911323	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
EF09681511406	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__uncultured; D_6__uncultured bacterium	unclassified__Lachnospiraceae	Lachnospiraceae
HQ75841211440	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Lachnoclostridium; D_6__uncultured organism	Lachnoclostridium	Lachnospiraceae
EU76748511363	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Bacteroidaceae; D_5__Bacteroides; Ambiguous_taxa	Bacteroides	Bacteroidaceae
EU46085911423	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Enterococcaceae; D_5__Enterococcus; D_6__uncultured bacterium	Enterococcus	Enterococcaceae
JF19864611339	D_0__Bacteria; D_1__Acidobacteria; D_2__Blastocatellia; D_3__Blastocatellales; D_4__Blastocatellaceae (Subgroup 4); D_5__Aridibacter; Ambiguous_taxa	Aridibacter	Blastocatellaceae (Subgroup 4)
KU32491911228	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__Lactobacillus acidophilus	Lactobacillus	Lactobacillaceae
AB42593411473	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__Lactobacillus vaginalis	Lactobacillus	Lactobacillaceae
FN64607611508	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Staphylococcaceae; D_5__Staphylococcus; D_6__Staphylococcus sciuri subsp. sciuri	Staphylococcus	Staphylococcaceae
KF84206311425	D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Porphyromonadaceae; D_5__Parabacteroides; D_6__uncultured bacterium	Parabacteroides	Porphyromonadaceae
GQ17973711501	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured Lactobacillus sp.	Lactobacillus	Lactobacillaceae
EU76460411394	D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Mollicutes RF9; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium	unclassified__uncultured bacterium	unclassified__Mollicutes RF9
DQ45615911447	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Anaerotruncus; D_6__uncultured bacterium	Anaerotruncus	Ruminococcaceae
HQ75148011431	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__uncultured; D_6__uncultured organism	unclassified__Lachnospiraceae	Lachnospiraceae
EU45158011414	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Lactobacillaceae; D_5__Lactobacillus; D_6__uncultured bacterium	Lactobacillus	Lactobacillaceae
DQ05745611454	D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__[Ruminococcus] torques group; Ambiguous_taxa	[Ruminococcus] torques group	Lachnospiraceae
JQ28317511426	D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Lactobacillales; D_4__Enterococcaceae; D_5__Enterococcus; D_6__uncultured bacterium	Enterococcus	Enterococcaceae
